Date time,Purpose,Amount (BTC),* Exchange rate,Amount (EUR)
2021-02-06 16:03:25 GMT,Hashpower mining,0.00002676,31444.87,0.84
2021-02-06 16:03:25 GMT,Hashpower mining fee,-0.00000054,31444.87,-0.02
2021-02-06 20:09:35 GMT,Hashpower mining,0.00002027,31444.87,0.64
2021-02-06 20:09:35 GMT,Hashpower mining fee,-0.00000041,31444.87,-0.01
2021-02-07 00:01:13 GMT,Hashpower mining,0.00002376,32575.93,0.77
2021-02-07 00:01:13 GMT,Hashpower mining fee,-0.00000048,32575.93,-0.02
2021-02-07 04:00:28 GMT,Hashpower mining,0.00002098,32575.93,0.68
2021-02-07 04:00:28 GMT,Hashpower mining fee,-0.00000042,32575.93,-0.01
2021-02-07 08:00:57 GMT,Hashpower mining,0.00002035,32575.93,0.66
2021-02-07 08:00:57 GMT,Hashpower mining fee,-0.00000041,32575.93,-0.01
2021-02-07 12:01:02 GMT,Hashpower mining,0.00001964,32575.93,0.64
2021-02-07 12:01:02 GMT,Hashpower mining fee,-0.00000039,32575.93,-0.01
2021-02-07 16:00:26 GMT,Hashpower mining,0.00002203,32575.93,0.72
2021-02-07 16:00:26 GMT,Hashpower mining fee,-0.00000044,32575.93,-0.01
2021-02-07 20:08:41 GMT,Hashpower mining,0.00002379,32575.93,0.77
2021-02-07 20:08:41 GMT,Hashpower mining fee,-0.00000048,32575.93,-0.02
2021-02-08 00:00:28 GMT,Hashpower mining,0.00002138,32277.11,0.69
2021-02-08 00:00:28 GMT,Hashpower mining fee,-0.00000043,32277.11,-0.01
2021-02-08 04:00:59 GMT,Hashpower mining,0.00002024,32277.11,0.65
2021-02-08 04:00:59 GMT,Hashpower mining fee,-0.00000040,32277.11,-0.01
2021-02-08 08:01:02 GMT,Hashpower mining,0.00002368,32277.11,0.76
2021-02-08 08:01:02 GMT,Hashpower mining fee,-0.00000047,32277.11,-0.02
2021-02-08 12:27:11 GMT,Hashpower mining,0.00002025,32277.11,0.65
2021-02-08 12:27:11 GMT,Hashpower mining fee,-0.00000041,32277.11,-0.01
2021-02-08 16:00:48 GMT,Hashpower mining,0.00001673,32277.11,0.54
2021-02-08 16:00:48 GMT,Hashpower mining fee,-0.00000033,32277.11,-0.01
2021-02-08 20:35:25 GMT,Hashpower mining,0.00002422,32277.11,0.78
2021-02-08 20:35:25 GMT,Hashpower mining fee,-0.00000048,32277.11,-0.02
2021-02-09 00:00:30 GMT,Hashpower mining,0.00002963,38423.07,1.14
2021-02-09 00:00:30 GMT,Hashpower mining fee,-0.00000059,38423.07,-0.02
2021-02-09 04:00:18 GMT,Hashpower mining,0.00002450,38423.07,0.94
2021-02-09 04:00:18 GMT,Hashpower mining fee,-0.00000049,38423.07,-0.02
2021-02-09 08:47:34 GMT,Hashpower mining,0.00001771,38423.07,0.68
2021-02-09 08:47:34 GMT,Hashpower mining fee,-0.00000035,38423.07,-0.01
2021-02-09 12:07:37 GMT,Hashpower mining,0.00001671,38423.07,0.64
2021-02-09 12:07:37 GMT,Hashpower mining fee,-0.00000033,38423.07,-0.01
2021-02-09 16:03:05 GMT,Hashpower mining,0.00003140,38423.07,1.21
2021-02-09 16:03:05 GMT,Hashpower mining fee,-0.00000063,38423.07,-0.02
2021-02-09 20:13:36 GMT,Hashpower mining,0.00002546,38423.07,0.98
2021-02-09 20:13:36 GMT,Hashpower mining fee,-0.00000051,38423.07,-0.02
2021-02-10 00:01:39 GMT,Hashpower mining,0.00001840,38285.00,0.70
2021-02-10 00:01:39 GMT,Hashpower mining fee,-0.00000037,38285.00,-0.01
2021-02-10 04:10:47 GMT,Hashpower mining,0.00002225,38285.00,0.85
2021-02-10 04:10:47 GMT,Hashpower mining fee,-0.00000045,38285.00,-0.02
2021-02-10 08:05:19 GMT,Hashpower mining,0.00002117,38285.00,0.81
2021-02-10 08:05:19 GMT,Hashpower mining fee,-0.00000042,38285.00,-0.02
2021-02-10 12:00:30 GMT,Hashpower mining,0.00002033,38285.00,0.78
2021-02-10 12:00:30 GMT,Hashpower mining fee,-0.00000041,38285.00,-0.02
2021-02-10 16:00:20 GMT,Hashpower mining,0.00002172,38285.00,0.83
2021-02-10 16:00:20 GMT,Hashpower mining fee,-0.00000043,38285.00,-0.02
2021-02-10 20:56:11 GMT,Hashpower mining,0.00001539,38285.00,0.59
2021-02-10 20:56:11 GMT,Hashpower mining fee,-0.00000031,38285.00,-0.01
2021-02-11 00:00:32 GMT,Hashpower mining,0.00001741,37185.27,0.65
2021-02-11 00:00:32 GMT,Hashpower mining fee,-0.00000035,37185.27,-0.01
2021-02-11 04:00:32 GMT,Hashpower mining,0.00001957,37185.27,0.73
2021-02-11 04:00:32 GMT,Hashpower mining fee,-0.00000039,37185.27,-0.01
2021-02-11 08:02:25 GMT,Hashpower mining,0.00001828,37185.27,0.68
2021-02-11 08:02:25 GMT,Hashpower mining fee,-0.00000037,37185.27,-0.01
2021-02-11 12:01:31 GMT,Hashpower mining,0.00001911,37185.27,0.71
2021-02-11 12:01:31 GMT,Hashpower mining fee,-0.00000038,37185.27,-0.01
2021-02-11 16:20:08 GMT,Hashpower mining,0.00001849,37185.27,0.69
2021-02-11 16:20:08 GMT,Hashpower mining fee,-0.00000037,37185.27,-0.01
2021-02-11 20:41:13 GMT,Hashpower mining,0.00001582,37185.27,0.59
2021-02-11 20:41:13 GMT,Hashpower mining fee,-0.00000032,37185.27,-0.01
2021-02-12 00:00:29 GMT,Hashpower mining,0.00001728,39273.58,0.68
2021-02-12 00:00:29 GMT,Hashpower mining fee,-0.00000035,39273.58,-0.01
2021-02-12 04:02:10 GMT,Hashpower mining,0.00001938,39273.58,0.76
2021-02-12 04:02:10 GMT,Hashpower mining fee,-0.00000039,39273.58,-0.02
2021-02-12 08:01:00 GMT,Hashpower mining,0.00001912,39273.58,0.75
2021-02-12 08:01:00 GMT,Hashpower mining fee,-0.00000038,39273.58,-0.01
2021-02-12 12:01:55 GMT,Hashpower mining,0.00001871,39273.58,0.73
2021-02-12 12:01:55 GMT,Hashpower mining fee,-0.00000037,39273.58,-0.01
2021-02-12 16:01:05 GMT,Hashpower mining,0.00001917,39273.58,0.75
2021-02-12 16:01:05 GMT,Hashpower mining fee,-0.00000038,39273.58,-0.01
2021-02-12 20:55:13 GMT,Hashpower mining,0.00001787,39273.58,0.70
2021-02-12 20:55:13 GMT,Hashpower mining fee,-0.00000036,39273.58,-0.01
2021-02-13 00:00:30 GMT,Hashpower mining,0.00001667,39283.83,0.65
2021-02-13 00:00:30 GMT,Hashpower mining fee,-0.00000033,39283.83,-0.01
2021-02-13 04:01:00 GMT,Hashpower mining,0.00002025,39283.83,0.80
2021-02-13 04:01:00 GMT,Hashpower mining fee,-0.00000041,39283.83,-0.02
2021-02-13 08:01:43 GMT,Hashpower mining,0.00001898,39283.83,0.75
2021-02-13 08:01:43 GMT,Hashpower mining fee,-0.00000038,39283.83,-0.01
2021-02-13 12:01:27 GMT,Hashpower mining,0.00001943,39283.83,0.76
2021-02-13 12:01:27 GMT,Hashpower mining fee,-0.00000039,39283.83,-0.02
2021-02-13 16:02:06 GMT,Hashpower mining,0.00001746,39283.83,0.69
2021-02-13 16:02:06 GMT,Hashpower mining fee,-0.00000035,39283.83,-0.01
2021-02-13 20:01:29 GMT,Hashpower mining,0.00002184,39283.83,0.86
2021-02-13 20:01:29 GMT,Hashpower mining fee,-0.00000044,39283.83,-0.02
2021-02-14 00:01:27 GMT,Hashpower mining,0.00001968,38875.63,0.77
2021-02-14 00:01:27 GMT,Hashpower mining fee,-0.00000039,38875.63,-0.02
2021-02-14 04:00:19 GMT,Hashpower mining,0.00001787,38875.63,0.69
2021-02-14 04:00:19 GMT,Hashpower mining fee,-0.00000036,38875.63,-0.01
2021-02-14 08:00:21 GMT,Hashpower mining,0.00002048,38875.63,0.80
2021-02-14 08:00:21 GMT,Hashpower mining fee,-0.00000041,38875.63,-0.02
2021-02-14 12:01:15 GMT,Hashpower mining,0.00001691,38875.63,0.66
2021-02-14 12:01:15 GMT,Hashpower mining fee,-0.00000034,38875.63,-0.01
2021-02-14 16:03:11 GMT,Hashpower mining,0.00001791,38875.63,0.70
2021-02-14 16:03:11 GMT,Hashpower mining fee,-0.00000036,38875.63,-0.01
2021-02-14 20:02:29 GMT,Hashpower mining,0.00001785,38875.63,0.69
2021-02-14 20:02:29 GMT,Hashpower mining fee,-0.00000036,38875.63,-0.01
2021-02-15 00:00:40 GMT,Hashpower mining,0.00001750,40397.58,0.71
2021-02-15 00:00:40 GMT,Hashpower mining fee,-0.00000035,40397.58,-0.01
2021-02-15 04:01:11 GMT,Hashpower mining,0.00001902,40397.58,0.77
2021-02-15 04:01:11 GMT,Hashpower mining fee,-0.00000038,40397.58,-0.02
2021-02-15 08:00:24 GMT,Hashpower mining,0.00001710,40397.58,0.69
2021-02-15 08:00:24 GMT,Hashpower mining fee,-0.00000034,40397.58,-0.01
2021-02-15 12:06:04 GMT,Hashpower mining,0.00001723,40397.58,0.70
2021-02-15 12:06:04 GMT,Hashpower mining fee,-0.00000034,40397.58,-0.01
2021-02-15 16:01:23 GMT,Hashpower mining,0.00002019,40397.58,0.82
2021-02-15 16:01:23 GMT,Hashpower mining fee,-0.00000040,40397.58,-0.02
2021-02-15 20:00:36 GMT,Hashpower mining,0.00001849,40397.58,0.75
2021-02-15 20:00:36 GMT,Hashpower mining fee,-0.00000037,40397.58,-0.01
2021-02-16 00:02:08 GMT,Hashpower mining,0.00001362,39744.85,0.54
2021-02-16 00:02:08 GMT,Hashpower mining fee,-0.00000027,39744.85,-0.01
2021-02-16 04:01:56 GMT,Hashpower mining,0.00001948,39744.85,0.77
2021-02-16 04:01:56 GMT,Hashpower mining fee,-0.00000039,39744.85,-0.02
2021-02-16 08:02:23 GMT,Hashpower mining,0.00002070,39744.85,0.82
2021-02-16 08:02:23 GMT,Hashpower mining fee,-0.00000041,39744.85,-0.02
2021-02-16 12:01:41 GMT,Hashpower mining,0.00001722,39744.85,0.68
2021-02-16 12:01:41 GMT,Hashpower mining fee,-0.00000034,39744.85,-0.01
2021-02-16 16:02:08 GMT,Hashpower mining,0.00001843,39744.85,0.73
2021-02-16 16:02:08 GMT,Hashpower mining fee,-0.00000037,39744.85,-0.01
2021-02-16 20:01:05 GMT,Hashpower mining,0.00001559,39744.85,0.62
2021-02-16 20:01:05 GMT,Hashpower mining fee,-0.00000031,39744.85,-0.01
2021-02-17 00:01:09 GMT,Hashpower mining,0.00001624,40486.31,0.66
2021-02-17 00:01:09 GMT,Hashpower mining fee,-0.00000032,40486.31,-0.01
2021-02-17 04:02:24 GMT,Hashpower mining,0.00002012,40486.31,0.81
2021-02-17 04:02:24 GMT,Hashpower mining fee,-0.00000040,40486.31,-0.02
2021-02-17 08:00:48 GMT,Hashpower mining,0.00001733,40486.31,0.70
2021-02-17 08:00:48 GMT,Hashpower mining fee,-0.00000035,40486.31,-0.01
2021-02-17 12:00:33 GMT,Hashpower mining,0.00001801,40486.31,0.73
2021-02-17 12:00:33 GMT,Hashpower mining fee,-0.00000036,40486.31,-0.01
2021-02-17 16:02:51 GMT,Hashpower mining,0.00001823,40486.31,0.74
2021-02-17 16:02:51 GMT,Hashpower mining fee,-0.00000036,40486.31,-0.01
2021-02-17 20:02:44 GMT,Hashpower mining,0.00001866,40486.31,0.76
2021-02-17 20:02:44 GMT,Hashpower mining fee,-0.00000037,40486.31,-0.01
2021-02-18 00:02:33 GMT,Hashpower mining,0.00001903,43349.86,0.82
2021-02-18 00:02:33 GMT,Hashpower mining fee,-0.00000038,43349.86,-0.02
2021-02-18 04:00:46 GMT,Hashpower mining,0.00001860,43349.86,0.81
2021-02-18 04:00:46 GMT,Hashpower mining fee,-0.00000037,43349.86,-0.02
2021-02-18 08:00:23 GMT,Hashpower mining,0.00001843,43349.86,0.80
2021-02-18 08:00:23 GMT,Hashpower mining fee,-0.00000037,43349.86,-0.02
2021-02-18 12:02:20 GMT,Hashpower mining,0.00001829,43349.86,0.79
2021-02-18 12:02:20 GMT,Hashpower mining fee,-0.00000037,43349.86,-0.02
2021-02-18 16:01:49 GMT,Hashpower mining,0.00002075,43349.86,0.90
2021-02-18 16:01:49 GMT,Hashpower mining fee,-0.00000042,43349.86,-0.02
2021-02-18 20:00:50 GMT,Hashpower mining,0.00002068,43349.86,0.90
2021-02-18 20:00:50 GMT,Hashpower mining fee,-0.00000041,43349.86,-0.02
2021-02-19 00:01:21 GMT,Hashpower mining,0.00002095,42690.64,0.89
2021-02-19 00:01:21 GMT,Hashpower mining fee,-0.00000042,42690.64,-0.02
2021-02-19 04:03:05 GMT,Hashpower mining,0.00001925,42690.64,0.82
2021-02-19 04:03:05 GMT,Hashpower mining fee,-0.00000039,42690.64,-0.02
2021-02-19 08:03:14 GMT,Hashpower mining,0.00002170,42690.64,0.93
2021-02-19 08:03:14 GMT,Hashpower mining fee,-0.00000043,42690.64,-0.02
2021-02-19 12:00:34 GMT,Hashpower mining,0.00001972,42690.64,0.84
2021-02-19 12:00:34 GMT,Hashpower mining fee,-0.00000039,42690.64,-0.02
2021-02-19 16:02:54 GMT,Hashpower mining,0.00001852,42690.64,0.79
2021-02-19 16:02:54 GMT,Hashpower mining fee,-0.00000037,42690.64,-0.02
2021-02-19 20:01:39 GMT,Hashpower mining,0.00001916,42690.64,0.82
2021-02-19 20:01:39 GMT,Hashpower mining fee,-0.00000038,42690.64,-0.02
2021-02-20 00:00:39 GMT,Hashpower mining,0.00002077,46045.86,0.96
2021-02-20 00:00:39 GMT,Hashpower mining fee,-0.00000042,46045.86,-0.02
2021-02-20 04:00:24 GMT,Hashpower mining,0.00002069,46045.86,0.95
2021-02-20 04:00:24 GMT,Hashpower mining fee,-0.00000041,46045.86,-0.02
2021-02-20 08:00:56 GMT,Hashpower mining,0.00001980,46045.86,0.91
2021-02-20 08:00:56 GMT,Hashpower mining fee,-0.00000040,46045.86,-0.02
2021-02-20 12:03:59 GMT,Hashpower mining,0.00002063,46045.86,0.95
2021-02-20 12:03:59 GMT,Hashpower mining fee,-0.00000041,46045.86,-0.02
2021-02-20 16:04:01 GMT,Hashpower mining,0.00002101,46045.86,0.97
2021-02-20 16:04:01 GMT,Hashpower mining fee,-0.00000042,46045.86,-0.02
2021-02-20 20:04:28 GMT,Hashpower mining,0.00002039,46045.86,0.94
2021-02-20 20:04:28 GMT,Hashpower mining fee,-0.00000041,46045.86,-0.02
2021-02-21 00:00:35 GMT,Hashpower mining,0.00001924,46091.34,0.89
2021-02-21 00:00:35 GMT,Hashpower mining fee,-0.00000038,46091.34,-0.02
2021-02-21 04:02:09 GMT,Hashpower mining,0.00001940,46091.34,0.89
2021-02-21 04:02:09 GMT,Hashpower mining fee,-0.00000039,46091.34,-0.02
2021-02-21 08:11:50 GMT,Hashpower mining,0.00001816,46091.34,0.84
2021-02-21 08:11:50 GMT,Hashpower mining fee,-0.00000036,46091.34,-0.02
2021-02-21 12:03:59 GMT,Hashpower mining,0.00001721,46091.34,0.79
2021-02-21 12:03:59 GMT,Hashpower mining fee,-0.00000034,46091.34,-0.02
2021-02-21 16:00:51 GMT,Hashpower mining,0.00001849,46091.34,0.85
2021-02-21 16:00:51 GMT,Hashpower mining fee,-0.00000037,46091.34,-0.02
2021-02-21 20:03:57 GMT,Hashpower mining,0.00001961,46091.34,0.90
2021-02-21 20:03:57 GMT,Hashpower mining fee,-0.00000039,46091.34,-0.02
2021-02-22 00:01:56 GMT,Hashpower mining,0.00001528,47347.71,0.72
2021-02-22 00:01:56 GMT,Hashpower mining fee,-0.00000031,47347.71,-0.01
2021-02-22 04:01:12 GMT,Hashpower mining,0.00001913,47347.71,0.91
2021-02-22 04:01:12 GMT,Hashpower mining fee,-0.00000038,47347.71,-0.02
2021-02-22 08:00:47 GMT,Hashpower mining,0.00001647,47347.71,0.78
2021-02-22 08:00:47 GMT,Hashpower mining fee,-0.00000033,47347.71,-0.02
2021-02-22 12:01:34 GMT,Hashpower mining,0.00001881,47347.71,0.89
2021-02-22 12:01:34 GMT,Hashpower mining fee,-0.00000038,47347.71,-0.02
2021-02-22 16:00:37 GMT,Hashpower mining,0.00002111,47347.71,1.00
2021-02-22 16:00:37 GMT,Hashpower mining fee,-0.00000042,47347.71,-0.02
2021-02-22 20:37:18 GMT,Hashpower mining,0.00001875,47347.71,0.89
2021-02-22 20:37:18 GMT,Hashpower mining fee,-0.00000038,47347.71,-0.02
2021-02-23 00:01:45 GMT,Hashpower mining,0.00001782,43978.87,0.78
2021-02-23 00:01:45 GMT,Hashpower mining fee,-0.00000036,43978.87,-0.02
2021-02-23 04:02:04 GMT,Hashpower mining,0.00002033,43978.87,0.89
2021-02-23 04:02:04 GMT,Hashpower mining fee,-0.00000041,43978.87,-0.02
2021-02-23 08:02:13 GMT,Hashpower mining,0.00002200,43978.87,0.97
2021-02-23 08:02:13 GMT,Hashpower mining fee,-0.00000044,43978.87,-0.02
2021-02-23 12:00:34 GMT,Hashpower mining,0.00002476,43978.87,1.09
2021-02-23 12:00:34 GMT,Hashpower mining fee,-0.00000050,43978.87,-0.02
2021-02-23 16:02:05 GMT,Hashpower mining,0.00002627,43978.87,1.16
2021-02-23 16:02:05 GMT,Hashpower mining fee,-0.00000053,43978.87,-0.02
2021-02-23 20:00:39 GMT,Hashpower mining,0.00002473,43978.87,1.09
2021-02-23 20:00:39 GMT,Hashpower mining fee,-0.00000049,43978.87,-0.02
2021-02-24 00:01:48 GMT,Hashpower mining,0.00002109,39739.65,0.84
2021-02-24 00:01:48 GMT,Hashpower mining fee,-0.00000042,39739.65,-0.02
2021-02-24 04:00:28 GMT,Hashpower mining,0.00001829,39739.65,0.73
2021-02-24 04:00:28 GMT,Hashpower mining fee,-0.00000037,39739.65,-0.01
2021-02-24 08:00:22 GMT,Hashpower mining,0.00001814,39739.65,0.72
2021-02-24 08:00:22 GMT,Hashpower mining fee,-0.00000036,39739.65,-0.01
2021-02-24 12:01:42 GMT,Hashpower mining,0.00001913,39739.65,0.76
